url,filename,element,tag,words
https://www.hongkongairport.com/en/passenger-guide/airport-facilities-services/index.page,TestCase1.png,,,
https://www.hongkongairport.com/en/sustainability/environment/carbon/carbon-reduction-programme/,qq.png,,span,Ceremony for the Fulfilment of the 2010-2015 Carbon Reduction Pledge and Announcement
https://www.hongkongairport.com/en/transport/mainland-connection/,TestCase29.png,,,
https://www.hongkongairport.com/en/,TestCase30.png,,a,ODCTesting
https://www.hongkongairport.com/en/airport-authority/publications/annual-interim-reports/,TestCase31.png,,,
https://www.hongkongairport.com/en/community/engagement/youth/airport-visits-sharing/,TestCase32.png
